flyfish-dev/file-viewer	1406	https://github.com/flyfish-dev/file-viewer	false	false	2026-07-13T15:50:07Z	Apache-2.0	Browser-native Office / PDF / CAD / archive viewer for internal web apps, with Vue, React, Svelte, jQuery, Web Components, and no server-side conversion.
SolidCode/SolidPython	1259	https://github.com/SolidCode/SolidPython	false	false	2025-10-08T19:01:34Z		A python frontend for solid modelling that compiles to OpenSCAD
playcanvas/editor	1223	https://github.com/playcanvas/editor	false	false	2026-07-13T15:56:17Z	MIT	Browser-based visual editor for building WebGL, WebGPU, WebXR apps
CadQuery/CQ-editor	1197	https://github.com/CadQuery/CQ-editor	false	false	2026-07-11T15:55:24Z	Apache-2.0	CadQuery GUI editor based on PyQT
ThatOpen/web-ifc-viewer	1026	https://github.com/ThatOpen/web-ifc-viewer	false	false	2023-09-29T13:18:30Z	MIT	Graphics engine and toolkit for client applications.
ThatOpen/engine_web-ifc	990	https://github.com/ThatOpen/engine_web-ifc	false	false	2026-07-13T01:08:43Z	MPL-2.0	Reading and writing IFC files with Javascript, at native speeds.
JustinSDK/dotSCAD	929	https://github.com/JustinSDK/dotSCAD	false	false	2023-01-02T22:07:52Z	LGPL-3.0	Reduce the burden of mathematics when playing OpenSCAD
xeokit/xeokit-sdk	912	https://github.com/xeokit/xeokit-sdk	false	false	2026-07-13T16:32:04Z	AGPL-3.0	3D BIM IFC Viewer SDK for AEC engineering applications. Open Source JavaScript Toolkit based on pure WebGL for top performance, real-world coordinates and full double precision
repalash/threepipe	895	https://github.com/repalash/threepipe	false	false	2026-04-07T13:36:19Z	Apache-2.0	Next generation toolkit for web3D and photorealistic graphics
GridSpace/grid-apps	881	https://github.com/GridSpace/grid-apps	false	false	2026-07-12T00:40:21Z	MIT	Browser-based Slicer for 3D Printing, CAM, Laser (Kiri:Moto) and mesh editor (Mesh:Tool)
ostat/gridfinity_extended_openscad	877	https://github.com/ostat/gridfinity_extended_openscad	false	false	2026-06-01T17:59:38Z	GPL-3.0	Gridfinity Extended OpenSCAD Model
pmndrs/three-stdlib	853	https://github.com/pmndrs/three-stdlib	false	false	2026-06-26T20:07:07Z	MIT	📚 Stand-alone library of threejs examples designed to run without transpilation in node & browser
specklesystems/speckle-server	824	https://github.com/specklesystems/speckle-server	false	false	2026-07-08T02:36:23Z	NOASSERTION	The Speckle Server, Frontend, 3D Viewer, & other JS utilities.
mlightcad/cad-viewer	817	https://github.com/mlightcad/cad-viewer	false	false	2026-07-13T10:55:23Z	MIT	The world’s first fully web-based DXF/DWG viewer and editor that runs entirely in the browser — no backend server required.
revarbat/BOSL	688	https://github.com/revarbat/BOSL	false	false	2023-02-20T02:52:25Z	BSD-2-Clause	The Belfry OpenScad Library - A library of tools, shapes, and helpers to make OpenScad easier to use.
ThatOpen/engine_components	682	https://github.com/ThatOpen/engine_components	false	false	2026-07-10T22:10:28Z	MIT	""
Irev-Dev/Round-Anything	670	https://github.com/Irev-Dev/Round-Anything	false	false	2024-04-02T07:03:18Z	MIT	A set of OpenSCAD utilities for adding radii and fillets, that embodies a robust approach to developing OpenSCAD parts.
sgenoud/replicad	657	https://github.com/sgenoud/replicad	false	false	2026-05-01T14:42:32Z	MIT	The library to build browser based 3D models with code.
gdsestimating/three-dxf	639	https://github.com/gdsestimating/three-dxf	false	false	2024-01-29T09:05:30Z	MIT	A dxf viewer for the browser using three.js
deadsy/sdfx	625	https://github.com/deadsy/sdfx	false	false	2026-05-11T22:39:06Z	MIT	A simple CAD package using signed distance functions
fstl-app/fstl	587	https://github.com/fstl-app/fstl	false	false	2026-02-11T18:06:32Z		A fast STL file viewer
xeokit/xeokit-bim-viewer	551	https://github.com/xeokit/xeokit-bim-viewer	false	false	2026-02-04T13:20:28Z	AGPL-3.0	Built with xeokit SDK. IFC, BIM and Point Cloud 3D Viewer as a package. Enables AEC & GIS applications with double precision global coordinates.
DSchroer/dslcad	534	https://github.com/DSchroer/dslcad	false	false	2025-02-02T23:56:39Z	LGPL-2.1	DSLCad is a programming language & interpreter for building 3D models.
KhronosGroup/glTF-Validator	452	https://github.com/KhronosGroup/glTF-Validator	false	false	2025-12-30T10:44:16Z	Apache-2.0	Tool to validate glTF assets.
openscad/openscad-playground	434	https://github.com/openscad/openscad-playground	false	false	2026-07-01T09:53:41Z	NOASSERTION	OpenSCAD Web Playground
opensourceBIM/BIMsurfer	425	https://github.com/opensourceBIM/BIMsurfer	false	false	2025-12-30T21:07:41Z	MIT	The latest version of the BIM Surfer WebGL viewer for IFC
openscad/openscad-wasm	405	https://github.com/openscad/openscad-wasm	false	false	2025-12-15T23:05:59Z	GPL-2.0	Webassembly port of OpenSCAD
Irev-Dev/cadhub	379	https://github.com/Irev-Dev/cadhub	false	false	2023-01-28T07:36:43Z	GPL-3.0	We're out to raise awareness and put CodeCAD on the map. The success of CadHub can be measured by the amount it promotes the use of CodeCAD within the mechanical/manufacturing industry and the strength the CadHub community.
bernhard-42/three-cad-viewer	373	https://github.com/bernhard-42/three-cad-viewer	false	false	2026-07-13T13:40:23Z	MIT	A CAD viewer component based on three.js
thingraph/bim-viewer	322	https://github.com/thingraph/bim-viewer	false	false	2026-02-05T14:13:32Z	MIT	A WebGL based BIM viewer, built on three.js and Vue. Used to view gltf, ifc, obj, dae, stl models, etc.
kovacsv/occt-import-js	273	https://github.com/kovacsv/occt-import-js	false	false	2024-12-03T07:01:27Z	LGPL-2.1	The emscripten interface for OpenCascade import functionalities.
wx-chevalier/ts-3d-model-viewer	222	https://github.com/wx-chevalier/ts-3d-model-viewer	false	false	2023-03-07T02:31:49Z		整合了 google-model-viewer/WebGL/Three.js/WASM 等一系列 3D 模型（STL/OBJ/GLTF/PLY/STEP/X_T）预览工具，便捷地进行模型预览、生成截图、计算拓扑信息。支持 Blender 进行模型压缩优化，提供了基于 Web 的简单 CAD 在线排版操作。
bldrs-ai/Share	178	https://github.com/bldrs-ai/Share	false	false	2026-07-13T19:24:03Z	AGPL-3.0	Share is a browser-based BIM & CAD viewer and collaboration platform.  Supports IFC, STEP, STL, OBJ, GLTF
